id,D1_1,D1_2,D1_3,D1_4,D2_1,D2_2,D2_3,D2_4,D3_1,D3_2,D3_3,D3_4,D4_1,D4_2,D4_3,D4_4,D5_1,D5_2,D5_3,D5_4,CLASS
1222,75,24,163,22,40,2,193,17,78,23,177,10,24,14,242,25,57,11,120,13,D3
1223,46,25,196,23,80,2,119,16,8,15,258,18,3,20,42,20,90,1,137,3,D5
1224,57,6,110,28,98,19,172,1,70,17,263,1,4,12,34,13,3,8,127,27,D2
1225,36,13,80,13,92,27,29,22,15,16,39,18,48,23,222,23,20,8,271,24,D2
1226,83,13,76,10,32,10,298,10,86,1,147,20,40,25,5,14,99,0,218,0,D5
1227,44,7,146,15,85,16,117,26,99,1,208,18,34,29,226,28,96,29,210,7,D3
1228,36,9,248,4,12,24,116,23,83,6,268,20,33,4,88,23,28,22,159,24,D3
1229,63,14,220,5,11,11,148,0,63,18,76,26,51,0,11,25,54,13,123,16,D1
1230,60,15,153,22,64,24,151,19,47,21,90,15,100,7,103,11,13,24,216,9,D4
1231,72,8,73,24,60,21,6,5,5,17,90,19,80,11,153,12,48,11,206,8,D4
1232,28,1,215,4,20,9,5,29,25,5,296,18,80,17,34,1,26,29,2,5,D4
1233,57,12,296,28,8,9,186,25,58,29,228,17,16,11,102,11,47,20,295,10,D5
1234,73,2,194,25,54,28,34,-5,9,3,150,7,92,4,176,11,79,9,129,6,D4
1235,30,17,210,-5,40,10,208,0,99,29,162,6,61,1,147,14,54,17,289,25,D3
1236,95,4,228,26,26,21,159,15,21,7,82,9,78,12,236,15,20,21,112,12,D1
1237,22,19,138,3,22,3,160,1,66,8,185,20,82,10,34,19,79,10,179,24,D5
1238,18,12,287,10,12,14,98,14,36,15,77,22,80,8,9,26,88,13,256,11,D5
1239,18,7,33,23,29,26,32,3,60,4,230,5,50,23,298,16,66,5,51,27,D3
1240,85,6,126,16,94,17,30,16,97,11,220,8,34,18,38,0,9,1,37,21,D3
1241,72,1,29,23,16,21,261,19,88,6,108,23,36,24,45,24,42,15,251,25,D3
1242,47,12,72,27,87,6,234,7,23,5,80,22,66,21,192,27,4,18,170,23,D2
1243,13,2,90,24,60,20,286,23,38,24,65,27,78,23,69,10,55,19,187,15,D4
1244,91,22,29,6,77,17,2,11,28,29,212,20,57,22,256,9,62,25,244,22,D1
1245,65,25,91,17,75,17,69,5,78,12,44,4,41,1,274,9,85,4,15,2,D5
1246,32,19,269,14,7,5,186,2,40,19,179,21,89,2,103,24,57,2,241,6,D5
1247,61,20,265,22,73,18,77,10,97,19,271,10,55,23,85,5,51,29,75,2,D3
1248,56,3,2,-5,48,20,180,21,26,8,228,18,89,6,115,24,36,2,120,24,D1
1249,21,17,296,26,29,1,25,8,63,18,222,-5,52,12,18,6,26,22,2,27,D3
1250,64,14,146,29,98,23,64,1,73,26,32,17,2,20,27,6,90,0,102,22,D2
1251,61,8,250,10,52,11,56,9,41,10,161,17,42,24,97,20,78,19,170,6,D5
1252,31,10,118,1,62,16,39,4,85,5,280,9,55,7,299,7,93,10,97,8,D3
1253,46,4,281,1,86,25,59,27,12,14,146,6,47,8,262,7,20,27,234,1,D1
1254,25,9,296,24,74,6,121,26,50,5,263,8,17,17,260,12,65,14,237,18,D3
1255,16,26,297,17,25,28,212,0,94,18,4,23,46,21,168,8,36,4,268,12,D5
1256,30,10,212,25,51,0,48,24,63,27,152,15,43,1,193,7,15,16,48,28,D4
1257,79,29,17,-5,52,29,225,1,36,13,115,26,20,4,71,29,82,27,101,29,D1
1258,85,24,33,20,84,4,217,2,94,27,155,18,96,21,71,22,75,29,7,20,D2
1259,3,1,218,7,30,13,280,5,78,8,81,3,18,16,183,15,86,24,91,19,D3
1260,83,23,46,7,18,23,67,1,58,23,142,17,87,16,15,19,23,0,217,4,D1
1261,85,18,236,16,26,5,202,8,16,18,63,9,45,17,51,23,68,12,192,22,D1
1262,3,21,87,5,67,7,149,9,55,21,184,28,90,13,111,21,11,24,234,23,D2
1263,37,15,271,16,83,16,33,4,75,13,139,27,64,6,66,19,68,28,207,16,D2
1264,84,7,212,9,40,22,258,14,61,24,297,18,3,23,155,3,77,23,204,6,D1
1265,96,29,214,19,7,9,243,21,55,6,136,25,80,16,190,17,15,0,241,8,D4
1266,19,19,188,12,55,5,290,11,20,9,110,28,51,24,293,19,46,10,204,19,D2
1267,72,1,184,27,98,29,137,17,86,12,112,24,27,24,187,7,9,3,2,22,D1
1268,76,9,191,0,78,9,172,6,33,9,63,10,76,3,155,17,80,28,70,12,D1
1269,76,3,12,22,32,23,29,20,75,16,88,26,66,27,85,16,43,27,9,12,D1
1270,13,28,0,24,99,26,285,23,78,0,256,20,83,20,279,14,30,18,174,27,D3
1271,64,23,61,0,100,28,60,22,66,19,193,20,54,23,57,3,40,8,66,9,D1
1272,40,26,239,23,35,22,54,27,17,8,183,26,79,12,182,28,76,10,10,22,D4
1273,6,1,231,-5,75,10,214,2,55,1,247,20,17,27,107,27,89,5,165,2,D5
1274,7,14,258,25,65,1,288,1,19,23,180,2,65,11,103,20,84,11,229,5,D2
1275,16,25,141,25,30,2,289,5,8,27,107,27,99,25,153,7,43,1,164,4,D4
1276,61,19,110,26,24,23,205,26,91,26,298,13,9,9,24,4,26,12,222,12,D3
1277,76,9,42,23,83,25,257,3,39,0,300,23,16,26,235,9,61,2,158,1,D5
1278,97,9,185,15,34,0,294,20,68,23,75,5,60,28,44,11,4,9,141,9,D1
1279,52,1,250,19,5,2,220,18,22,17,67,25,23,17,47,17,66,0,53,4,D5
1280,34,27,178,23,88,9,98,6,68,13,149,25,76,11,158,16,86,25,213,25,D2
1281,43,24,136,11,83,1,237,3,31,9,110,24,68,18,87,4,36,0,26,8,D2
1282,100,21,128,25,96,15,2,1,50,7,67,7,85,10,254,27,63,27,264,10,D2
1283,18,7,21,17,54,0,48,23,36,20,168,26,61,26,79,17,47,23,172,16,D2
1284,76,2,34,10,1,16,51,-5,53,18,248,4,94,16,38,15,27,17,244,10,D1
1285,33,1,284,26,34,17,76,25,46,1,67,8,67,14,111,18,64,17,93,17,D3
1286,32,19,129,8,71,3,274,4,20,4,245,2,52,8,53,7,67,8,73,6,D2
1287,83,28,137,28,26,15,220,14,54,2,60,16,52,13,232,16,86,28,216,19,D5
1288,81,29,197,20,28,6,7,16,89,17,139,23,49,10,211,25,39,29,226,25,D3
1289,30,24,75,18,85,24,67,10,51,9,290,11,29,28,245,9,32,19,267,21,D3
1290,22,17,275,2,42,25,63,15,27,24,295,18,67,9,201,18,25,15,122,23,D4
1291,85,23,200,21,64,26,292,7,48,2,113,27,42,15,185,16,70,3,249,15,D5
1292,61,12,103,4,62,7,79,14,60,25,49,0,43,27,188,9,62,15,230,29,D1
1293,60,25,21,28,18,4,169,5,52,6,173,7,2,12,190,6,11,26,185,20,D3
1294,3,9,86,25,49,20,45,17,26,15,267,27,57,9,71,15,77,9,123,19,D5
1295,34,5,108,7,46,17,127,23,12,19,95,19,46,10,147,7,92,3,239,10,D5
1296,94,10,98,18,12,8,243,12,39,14,158,22,96,11,154,22,14,2,182,2,D1
1297,4,8,66,13,96,17,65,8,32,16,94,19,65,20,288,1,62,17,222,1,D4
1298,71,19,34,2,4,10,188,28,0,27,44,26,2,0,64,20,14,12,3,3,D1
1299,19,24,266,10,32,0,128,29,31,22,235,26,34,3,131,5,55,6,202,2,D5
1300,48,18,178,3,63,1,275,29,0,7,209,8,99,10,85,16,98,29,267,7,D5
1301,7,14,246,12,55,10,297,19,82,20,255,12,73,15,194,17,49,13,31,27,D3
1302,65,2,271,15,50,9,297,29,96,15,42,19,93,1,212,21,15,18,281,7,D4
1303,68,20,137,18,54,2,207,11,57,26,10,19,79,29,151,20,54,29,227,7,D2
1304,73,25,54,2,51,6,115,0,92,20,268,7,7,18,235,3,7,12,252,4,D3
1305,24,24,221,12,73,16,222,21,6,8,288,8,29,5,147,21,0,25,283,3,D2
1306,51,25,175,10,71,15,274,27,8,20,285,15,17,20,67,22,77,13,63,15,D5
1307,83,11,169,0,69,21,21,15,29,9,189,7,56,16,118,22,47,11,117,11,D1
1308,64,16,246,7,78,17,160,24,91,13,186,21,11,9,109,3,32,10,242,7,D1
1309,86,15,33,25,19,24,119,28,47,24,127,16,98,2,181,3,62,14,239,17,D4
1310,83,20,259,3,89,21,55,16,38,26,147,0,89,0,54,3,92,17,144,-5,D5
1311,7,28,209,25,30,3,92,19,18,2,209,6,2,22,34,2,67,12,52,1,D5
1312,32,22,57,24,18,10,4,2,47,17,93,27,58,19,256,16,43,3,106,4,D5
1313,1,21,6,14,22,22,188,19,64,16,123,4,75,16,51,12,7,27,141,22,D3
1314,31,4,234,2,0,6,235,3,73,29,257,0,87,19,289,7,89,11,229,17,D4
1315,92,10,6,13,7,12,241,14,65,26,13,10,88,19,161,9,49,5,300,12,D4
1316,3,0,118,22,93,22,162,14,71,11,126,11,58,29,37,17,18,26,66,4,D2
1317,49,20,109,6,96,29,246,12,1,28,215,25,4,18,78,-5,46,27,54,21,D2
1318,70,4,121,12,44,23,54,0,41,7,143,21,86,29,143,14,75,7,266,25,D1
1319,22,4,217,2,76,28,125,29,49,17,142,0,24,18,274,9,71,16,185,1,D5
1320,86,16,75,3,54,3,147,27,43,12,296,16,96,13,214,4,17,22,276,15,D4
1321,52,16,25,25,66,18,191,20,73,19,270,21,91,8,140,3,15,3,175,23,D4
1322,61,25,198,16,82,12,153,17,52,9,30,14,39,20,102,15,51,10,288,22,D2
1323,47,5,151,0,64,8,145,17,33,24,238,16,78,6,110,5,83,3,261,-5,D5
1324,83,4,121,21,32,3,217,5,64,18,292,-5,87,25,0,23,84,12,86,8,D3
1325,16,8,244,12,89,4,81,22,21,26,3,12,65,27,38,11,65,25,162,11,D2
1326,60,3,116,11,30,2,172,22,56,8,265,0,9,22,124,2,0,18,193,19,D3
1327,57,17,233,19,54,7,227,7,85,10,97,11,16,26,98,2,97,8,206,19,D5
1328,39,9,79,12,69,1,155,18,88,29,146,1,14,3,40,20,97,21,15,15,D3
1329,97,9,149,19,35,29,243,29,83,28,299,20,92,16,101,26,39,18,4,14,D1
1330,80,25,51,8,9,4,214,24,72,4,6,-5,20,17,187,24,32,27,278,14,D3
1331,73,24,145,23,9,12,6,20,80,8,84,23,98,0,298,24,92,25,44,20,D4
1332,6,3,123,16,76,13,144,11,46,26,255,20,86,25,275,19,93,14,96,20,D2
1333,28,10,184,11,95,22,221,22,48,28,213,-5,3,28,215,-5,59,4,110,21,D2
1334,24,26,108,8,12,11,252,14,3,17,70,21,64,18,185,13,57,12,117,-5,D5
1335,80,13,139,11,28,6,226,24,90,20,86,10,85,18,119,11,66,5,267,0,D5
1336,40,8,290,16,40,17,64,11,53,27,158,11,26,0,22,4,29,10,262,10,D1
1337,8,8,110,11,92,22,159,13,91,5,25,20,52,7,223,6,63,22,269,19,D4
1338,60,27,155,10,62,21,226,1,65,5,257,1,34,22,286,18,45,3,276,18,D3
1339,70,24,73,10,82,14,59,26,12,19,79,11,26,25,183,28,22,15,19,27,D1
1340,40,3,209,21,7,16,99,29,77,12,110,22,51,16,293,25,99,1,183,8,D5
1341,96,19,238,22,38,2,135,26,83,8,69,20,85,21,75,24,44,3,96,18,D1
1342,97,2,171,14,68,29,76,7,87,12,106,0,100,28,129,22,95,21,32,22,D1
1343,64,21,53,1,30,3,26,11,14,27,86,12,25,8,170,14,26,4,246,18,D1
1344,53,12,233,26,12,21,246,13,54,23,138,8,66,6,240,29,68,10,13,17,D4
1345,93,18,118,8,85,25,266,13,25,11,109,22,100,9,208,20,89,27,291,22,D4
1346,40,23,132,8,11,27,200,24,19,4,202,27,95,29,196,7,38,9,253,1,D4
1347,97,17,0,17,13,15,5,18,63,26,11,13,88,14,283,7,20,9,146,28,D4
1348,82,27,258,11,15,9,80,28,92,27,46,25,16,28,294,9,22,28,253,14,D1
1349,88,29,244,13,77,0,282,25,64,12,140,6,6,12,223,2,89,4,233,15,D5
1350,30,17,18,19,90,14,42,4,63,27,112,21,45,26,36,7,14,19,24,28,D2
1351,25,2,293,12,90,25,94,14,53,12,180,11,79,5,172,21,27,6,187,14,D4
1352,82,4,203,17,99,12,144,20,72,25,45,28,2,12,278,29,53,22,254,27,D1
1353,47,8,145,23,10,6,283,19,33,27,45,18,22,29,119,23,0,14,277,1,D5
1354,90,1,228,17,33,20,204,27,8,12,211,27,21,16,295,27,35,29,38,29,D1
1355,70,20,1,2,85,1,168,6,48,7,245,28,74,1,197,22,54,20,271,11,D2
1356,27,7,15,11,50,26,150,17,99,1,169,9,84,15,141,-5,94,1,173,24,D3
1357,54,16,30,23,38,19,135,16,5,22,210,17,87,15,138,16,44,1,274,13,D4
1358,100,25,266,21,55,25,31,2,25,23,191,10,60,1,228,25,99,21,43,5,D5
1359,92,3,297,18,47,27,260,17,86,25,146,14,85,25,247,12,8,15,66,11,D1
1360,27,24,281,16,45,29,64,1,60,22,74,6,75,16,185,28,61,29,156,10,D3
1361,29,7,128,14,94,14,5,8,43,18,229,-5,41,6,65,22,64,0,114,3,D5
1362,2,28,292,20,71,26,172,23,29,20,226,29,6,22,91,8,27,15,8,8,D2
1363,11,14,144,10,75,22,117,24,52,29,150,18,18,12,176,0,96,2,204,19,D5
1364,60,3,156,15,31,2,213,12,75,22,287,3,36,10,68,1,56,18,105,13,D3
1365,66,4,293,19,48,24,246,6,78,13,42,28,98,16,32,16,94,28,84,18,D1
1366,70,25,258,13,77,2,292,3,47,13,103,0,59,15,49,17,1,8,136,17,D2
1367,41,4,103,29,99,20,47,0,49,11,116,3,64,9,45,5,45,14,177,6,D2
1368,80,8,196,1,45,8,121,2,12,26,19,18,99,27,283,21,51,29,27,19,D1
1369,24,17,85,7,45,27,263,7,76,21,128,8,32,29,113,3,82,29,246,1,D5
1370,82,16,234,9,89,16,174,12,92,2,200,16,49,27,9,23,20,29,12,16,D3
1371,80,6,137,3,66,26,158,9,16,13,187,22,98,18,188,17,60,27,257,3,D1
1372,9,25,136,8,77,28,48,3,19,17,162,16,8,24,225,15,37,2,258,24,D2
1373,77,18,181,15,60,10,286,5,9,7,277,4,47,13,88,26,71,28,82,19,D2
1374,62,12,144,9,36,6,184,29,2,2,68,17,100,14,111,24,52,26,94,5,D4
1375,32,19,111,20,40,10,270,11,13,12,97,13,68,14,241,17,17,1,233,21,D4
1376,27,27,120,8,99,4,274,10,54,27,67,0,75,28,8,6,74,19,287,29,D2
1377,64,12,81,0,51,13,29,-5,68,20,294,13,38,8,29,29,56,5,69,-5,D5
1378,100,2,178,24,65,22,13,4,20,13,93,10,66,3,259,8,91,10,196,8,D5
1379,59,22,129,3,36,2,149,25,99,16,60,-5,20,27,88,5,27,16,160,17,D3
1380,26,25,163,26,83,17,300,0,71,1,241,16,18,13,86,0,25,24,281,22,D2
1381,84,11,236,19,56,18,174,21,22,5,99,10,41,10,170,3,24,15,67,13,D1
1382,35,14,37,-5,13,26,130,23,26,20,148,11,71,23,271,27,21,19,83,13,D1
1383,68,9,133,11,54,16,151,6,34,19,49,12,18,9,8,23,73,1,10,5,D5
1384,62,27,255,26,27,23,211,8,27,25,137,6,12,12,174,14,35,5,165,19,D5
1385,62,14,84,5,12,20,16,7,0,27,74,25,63,1,149,23,88,1,207,17,D5
1386,82,7,259,2,66,13,89,21,38,6,138,14,82,21,107,5,69,2,233,19,D1
1387,67,22,42,4,16,2,36,22,12,24,124,22,9,3,32,2,60,8,170,17,D5
1388,44,15,277,4,53,14,156,27,3,2,149,6,21,29,144,6,68,26,267,2,D5
1389,25,11,68,12,43,23,204,5,0,18,26,27,71,17,67,-5,80,25,205,10,D4
1390,11,14,256,7,100,22,132,4,82,10,213,10,63,1,109,11,59,9,7,24,D2
1391,86,10,292,15,57,9,30,12,81,6,287,11,4,22,162,3,84,22,197,18,D3
1392,18,23,66,23,82,10,47,28,9,20,35,11,9,14,175,22,97,21,192,9,D5
1393,27,2,167,0,44,12,191,29,92,25,252,9,88,27,165,23,14,0,196,7,D3
1394,47,29,86,28,53,5,91,16,5,2,66,25,44,6,137,2,38,29,25,10,D4
1395,61,4,283,26,95,8,147,12,64,5,133,18,15,23,165,1,85,5,163,20,D2
1396,38,18,202,9,96,6,70,14,35,5,282,12,22,6,215,25,79,14,291,8,D5
1397,96,14,200,3,47,23,296,15,30,16,202,12,14,20,271,25,16,19,197,5,D1
1398,40,26,135,15,68,22,202,25,40,4,272,29,99,20,177,1,21,16,152,13,D4
1399,32,17,187,5,71,1,53,29,33,4,127,-5,78,28,7,18,39,7,52,0,D3
1400,13,13,280,27,96,5,226,27,3,17,15,20,52,29,58,24,37,6,178,-5,D2
1401,63,16,190,6,63,24,191,27,1,1,92,16,59,27,9,18,55,28,249,10,D1
1402,19,22,272,-5,19,16,209,17,71,11,189,11,37,5,117,15,52,5,160,1,D5
1403,4,19,61,12,67,29,268,9,53,2,71,9,81,25,8,22,89,0,87,26,D5
1404,68,23,252,21,43,27,118,2,14,10,8,0,80,7,33,23,68,2,296,27,D5
1405,99,11,217,7,46,1,157,27,29,15,265,11,71,23,233,1,3,15,35,13,D1
1406,72,10,96,25,98,4,129,20,74,11,223,1,61,24,263,20,78,29,132,9,D3
1407,28,1,63,10,68,29,214,25,60,11,93,23,84,16,92,5,70,22,72,24,D4
1408,84,4,134,20,99,5,200,13,51,11,111,1,4,18,52,11,56,25,110,4,D2
1409,81,24,134,29,82,1,190,29,34,9,138,0,17,7,3,16,44,7,195,2,D5
1410,61,26,260,18,74,26,11,5,27,27,20,5,92,13,33,18,42,26,77,-5,D4
1411,18,26,224,26,9,16,203,7,92,9,109,-5,76,14,93,29,34,29,171,4,D3
1412,69,17,38,22,40,17,63,21,20,22,281,20,22,21,101,28,73,9,39,0,D5
1413,91,14,223,25,30,20,31,25,14,18,300,29,94,16,290,-5,7,20,34,11,D4
1414,30,5,151,20,37,21,193,5,75,15,11,15,50,22,284,25,89,2,256,13,D5
1415,6,24,273,9,61,21,173,-5,58,7,143,5,19,21,177,1,67,15,233,4,D5
1416,68,0,16,2,26,15,122,10,98,21,52,-5,48,21,153,25,83,10,9,5,D3
1417,29,12,251,28,30,25,277,13,50,2,6,8,92,17,99,25,70,0,189,6,D5
1418,10,20,221,20,36,19,2,0,82,13,249,19,79,21,170,3,67,8,221,23,D4
1419,13,9,26,20,10,29,58,17,78,23,182,29,63,26,101,15,64,2,209,8,D5
1420,86,11,186,6,76,0,191,22,46,27,286,6,47,7,12,8,72,24,213,12,D1
1421,2,27,89,11,9,4,47,13,30,29,146,10,96,24,195,26,75,6,206,15,D5
1422,23,14,239,7,23,4,250,17,36,7,155,-5,34,17,161,9,12,11,119,23,D3
1423,85,29,220,22,97,25,254,21,94,13,17,8,96,11,206,-5,63,7,138,14,D4
1424,18,23,140,18,49,11,272,-5,4,2,46,15,29,14,283,14,42,11,34,28,D2
1425,81,14,257,6,23,17,101,15,33,11,232,22,94,23,94,15,100,29,155,4,D1
1426,69,17,19,19,28,10,206,7,80,2,65,17,12,19,254,-5,56,26,6,7,D3
1427,81,9,287,19,73,19,61,20,74,14,129,15,38,4,15,5,13,27,78,26,D1
1428,92,21,287,19,19,27,230,16,23,10,145,21,80,19,270,10,100,18,5,9,D4
1429,32,2,233,12,45,10,88,11,77,14,17,15,23,4,269,26,5,0,58,8,D1
1430,71,17,83,22,32,23,57,21,12,0,159,1,6,2,265,4,22,6,164,11,D3
1431,37,11,175,26,73,15,125,5,21,15,83,10,93,18,260,2,11,12,225,15,D4
1432,47,5,143,2,3,17,137,7,25,8,244,5,61,18,60,18,37,5,117,9,D1
1433,88,26,234,2,90,7,228,20,39,25,194,10,53,27,103,25,17,16,258,7,D1
1434,13,8,149,3,72,10,270,29,40,13,287,7,21,1,287,15,27,23,153,22,D3
1435,47,27,255,0,14,13,133,14,54,5,143,12,22,15,149,1,52,18,272,26,D3
1436,87,23,90,13,39,2,65,1,96,4,49,24,36,24,239,9,19,27,144,20,D3
1437,19,18,219,29,33,26,223,15,88,3,275,5,19,8,171,10,51,24,173,14,D3
1438,80,21,141,15,20,15,222,24,31,18,9,10,13,8,156,22,85,6,195,26,D5
1439,74,15,124,1,83,4,77,14,29,27,260,23,91,15,27,24,7,18,159,0,D1
1440,77,12,44,17,10,27,109,9,90,27,75,13,18,1,115,28,63,11,290,22,D5
1441,43,15,195,1,40,25,191,18,69,0,105,11,98,8,247,3,22,20,91,6,D4
1442,13,23,22,10,64,28,26,0,76,24,105,15,40,19,222,28,44,26,262,10,D2
1443,38,1,25,13,5,12,26,12,82,6,274,15,2,2,155,-5,100,19,35,7,D3
1444,47,2,162,16,24,16,236,24,12,25,236,27,80,12,161,16,44,7,199,8,D4
1445,63,27,127,20,46,11,231,27,3,10,280,27,92,2,268,13,94,13,116,10,D4
1446,92,5,189,4,61,17,249,26,55,12,197,19,92,2,36,21,30,0,136,17,D1
1447,9,8,39,20,77,29,231,23,88,11,279,18,63,12,191,6,82,10,117,5,D5
1448,79,12,204,17,81,15,198,19,80,4,36,8,56,7,150,25,35,23,188,17,D3
1449,53,11,207,12,77,9,160,13,39,13,157,12,29,9,188,27,65,27,251,5,D2
1450,48,20,150,18,77,22,136,-5,53,20,268,29,70,23,106,5,54,2,236,18,D2
1451,81,2,211,8,18,1,119,0,7,3,57,1,13,23,73,9,97,17,263,11,D1
1452,57,15,248,27,33,18,181,7,7,7,287,22,43,12,197,22,61,11,58,0,D5
1453,32,28,129,12,4,15,249,-5,91,7,285,7,29,8,32,26,38,11,62,4,D3
1454,67,12,219,18,10,19,46,21,81,10,165,4,49,10,157,25,19,29,174,21,D3
1455,17,19,239,17,39,28,241,8,85,29,170,22,10,29,53,19,23,5,140,11,D3
1456,79,24,211,0,34,10,87,1,67,25,47,5,15,6,105,19,66,29,35,2,D1
1457,23,18,254,6,41,11,28,26,30,24,73,18,97,27,120,7,49,13,173,13,D4
1458,5,19,131,19,72,18,101,2,98,20,76,2,87,20,276,27,18,12,116,4,D3
1459,12,3,42,23,100,1,143,7,44,17,75,24,66,28,261,15,93,17,216,14,D2
1460,1,12,153,-5,8,24,282,19,2,26,145,28,11,28,90,6,31,13,135,27,D1
1461,24,0,207,5,74,5,159,1,26,29,201,17,43,28,151,11,43,4,52,22,D2
1462,42,7,57,14,57,21,84,2,78,29,79,21,8,29,61,29,51,24,189,26,D2
1463,47,29,169,19,97,4,59,23,99,14,6,15,34,14,245,11,44,21,213,7,D2
1464,49,22,280,6,42,3,206,25,63,13,175,22,7,9,105,23,50,20,193,18,D1
1465,82,7,241,2,77,23,188,12,33,25,107,-5,73,25,82,13,99,26,192,22,D1
1466,63,16,154,20,83,28,129,1,67,3,7,6,62,10,260,20,62,8,263,22,D2
1467,38,18,75,2,67,1,200,8,57,21,220,12,74,4,287,23,60,1,107,23,D2
1468,33,6,12,18,51,19,276,4,30,0,293,29,23,6,103,16,10,29,265,0,D2
1469,19,23,289,11,76,29,78,23,31,4,263,21,67,16,4,10,54,29,235,16,D4
1470,29,25,67,18,86,28,77,12,56,17,49,15,39,13,261,16,11,14,219,10,D2
1471,55,9,124,3,56,23,33,5,68,13,234,22,43,11,58,3,31,21,253,16,D1
1472,11,0,120,-5,25,16,44,19,10,13,190,22,83,26,156,24,42,13,259,1,D5
1473,33,14,13,8,53,25,258,22,68,22,233,28,13,16,113,27,18,19,262,23,D3
1474,71,23,25,24,0,17,275,8,1,2,208,1,14,1,155,13,37,6,270,7,D5
1475,73,26,11,11,41,2,49,24,47,23,273,13,68,2,167,1,89,11,2,22,D4
1476,7,14,129,8,41,24,176,10,88,24,49,1,28,5,123,16,71,25,105,13,D3
1477,37,22,213,12,95,20,141,25,53,9,82,26,71,22,205,9,52,6,41,18,D4
1478,93,29,235,28,53,22,157,17,16,9,284,20,0,20,182,10,47,11,71,4,D5
1479,0,17,293,22,29,8,193,29,8,29,73,27,89,19,157,13,54,20,271,14,D4
1480,98,13,234,7,93,11,154,19,54,26,284,0,54,29,167,19,96,4,123,1,D5
1481,77,12,272,12,43,29,140,19,24,9,87,7,87,20,215,27,25,25,260,0,D1
1482,77,9,251,8,44,29,179,7,68,13,287,20,61,21,85,23,100,5,16,2,D5
1483,11,9,70,11,93,20,201,21,10,19,32,-5,8,7,196,21,43,28,224,14,D2
1484,7,3,265,26,6,5,279,14,59,3,147,9,77,28,245,-5,2,14,125,19,D4
1485,49,24,82,8,47,19,47,19,36,13,252,15,74,6,59,14,77,9,194,13,D5
1486,78,1,121,8,46,9,50,8,100,29,213,14,100,17,62,23,51,12,222,27,D1
1487,11,15,33,22,71,11,76,3,90,26,202,-5,60,5,265,1,57,3,235,28,D3
1488,55,3,284,0,68,23,9,17,90,26,264,19,68,18,110,4,45,1,266,2,D1
1489,3,11,260,22,81,6,242,22,78,13,261,2,76,4,129,14,94,23,63,27,D3
1490,26,26,270,18,41,18,260,26,98,3,198,4,83,1,273,9,19,20,63,9,D3
1491,59,14,191,14,55,7,32,22,93,13,186,18,99,4,30,5,48,22,86,22,D4
1492,40,0,248,14,10,24,135,3,82,2,18,3,2,26,95,3,12,19,162,22,D3
1493,87,14,201,28,3,7,275,17,23,26,69,20,1,21,267,21,17,26,15,10,D1
1494,5,8,246,18,72,8,114,24,54,5,225,21,11,0,16,24,70,10,283,10,D5
1495,45,8,0,8,91,1,44,-5,84,21,1,23,45,24,279,24,4,22,135,6,D2
1496,80,23,86,12,63,9,244,29,63,24,137,22,20,11,4,9,76,11,96,15,D5
1497,30,28,2,24,19,13,119,6,59,23,30,24,28,2,36,29,64,3,170,22,D5
1498,28,2,234,6,9,6,203,19,85,17,264,27,89,18,156,14,67,11,264,10,D5
1499,74,6,160,10,87,10,6,26,21,26,78,17,39,22,42,15,39,8,52,29,D1
1500,76,24,103,12,21,15,15,27,6,20,291,10,43,4,169,25,23,9,286,-5,D5
1501,86,28,237,20,8,17,13,12,70,8,14,9,63,27,143,28,16,27,2,18,D3
1502,97,21,193,22,91,16,262,8,48,8,75,28,87,15,24,12,90,24,286,20,D2
1503,66,21,99,9,42,5,91,23,35,13,104,23,40,24,291,26,94,12,293,7,D5
1504,89,4,72,11,22,3,37,-5,34,1,155,1,54,1,297,17,41,8,49,14,D1
1505,52,15,32,29,81,24,53,3,10,25,118,17,19,25,81,26,81,24,33,2,D2
1506,19,4,253,19,72,20,255,-5,16,14,64,13,64,16,166,25,34,0,136,1,D2
1507,42,17,226,0,31,19,121,17,97,22,233,27,71,11,166,4,5,12,87,24,D4
1508,29,29,37,6,54,10,61,6,18,7,264,11,34,3,19,25,53,21,239,18,D2
1509,46,3,80,3,78,18,201,17,78,3,175,12,79,10,215,15,58,14,135,29,D3
1510,70,4,87,5,90,8,15,23,46,1,137,17,16,14,167,18,95,26,188,22,D1
1511,39,2,135,9,48,22,234,11,65,15,165,17,82,14,126,6,93,25,136,-5,D5
1512,10,5,71,5,94,18,72,18,67,24,257,3,47,12,75,13,22,6,276,27,D3
1513,65,19,29,1,12,25,29,22,76,13,52,23,21,29,21,21,81,25,18,16,D1
1514,15,3,264,26,39,15,208,7,74,11,200,10,28,13,63,0,35,9,281,19,D3
1515,40,16,254,22,92,12,161,4,55,11,227,20,33,23,234,13,43,22,102,8,D2
1516,60,19,274,1,43,29,17,9,74,11,199,23,76,11,118,10,3,28,180,26,D1
1517,37,8,57,23,100,9,214,16,39,21,47,3,93,19,92,24,9,5,0,6,D2
1518,16,4,156,20,20,20,95,25,11,21,282,12,53,6,282,5,21,29,85,18,D4
1519,30,5,69,16,56,15,111,7,80,19,169,24,39,5,289,25,67,11,64,-5,D5
1520,23,4,29,5,19,26,102,22,92,7,242,2,66,5,58,29,45,2,109,-5,D3
1521,26,14,140,20,94,15,58,24,24,8,110,15,4,16,81,22,89,18,69,18,D5
